,username,text,date,is-retweet,likes,retweets,comments
176,Crypto Rover,"In 28 days, the Spot #Ethereum ETF final deadline is here.  Are your bags prepared?",04/28/2024 02:04 PM,False,768,122,156
177,Crypto Rover,"Funding Rates are dropping and going negative in a bull market!  This is a huge opportunity, don't short #Bitcoin in a bull market.",04/28/2024 01:23 PM,False,1067,309,347
178,Crypto Rover,There are still billions of #Bitcoin Short liquidations laying close above us.  The next short squeeze is imminent.  Are you ready for what is next?,04/28/2024 12:41 PM,False,724,116,202
179,Crypto Rover,Do you think CZ deserves 3 years in prison?  I don't think he deserves it.,04/28/2024 12:02 PM,False,1535,154,637
180,Crypto Rover,"When #Ethereum breaks this downtrend, we will see the next explosive move up.",04/28/2024 11:24 AM,False,726,107,150
181,Crypto Rover,225.2m impressions in the last 90 days.  Insane!,04/28/2024 10:49 AM,False,371,47,231
182,Crypto Rover,"Sorry in 2 days, now tomorrow",04/28/2024 10:41 AM,False,189,13,29
183,Crypto Rover,I’ve setup $1m worth of #Bitcoin buy orders at $58k-$60k.  Am I a genius or stupid?,04/28/2024 10:13 AM,False,1465,158,613
184,Crypto Rover,"⚡️ April 2024 - $ZIG's Best Month ""so far"" — Zignaly leads the charge with the #ZIGChain launch, CAT-II license, and rocking #TOKEN2049 with the BIGGEST side-event hosted in collaboration with DWFLabs!",04/28/2024 10:08 AM,False,251,40,59
185,Crypto Rover,"If #Bitcoin hits the orange box, I will open a $1m Long position!",04/28/2024 09:49 AM,False,587,110,199
186,Crypto Rover,"🌟Brace yourself for the upcoming launch of @Wardenprotocol’s $WARP token via Liquidity Bootstrapping Pool (LBP) on @fjordfoundry. With @InSquareDAO's coordination and @base's power, this marks a significant milestone. Mark your calendars: 30/04/2024. More info: https://app.v2.fjordfoundry.com/pools/0xb1cC5aE9f94032e4Ce168C3A4Bc191b7923e7585  🔍 Curious about $WARD & $WARP token? Dive into Warden Protocol's Genesis Campaign Leaderboard, introducing $WARP tokenized points and offering holders a $WARD airdrop. Stay tuned for the launch on Base.  ⏰ Exploring $WARP Tokens: • Represents Warden Protocol’s airdrop points. • Grants 1:1 $WARD airdrop. • Will serve as a utility token for an upcoming Warden OApp.  ✨ Milestones Achieved by Alfama's testnet: • Activated 200k wallets. • Successfully launched Buenavista testnet with community backing!  📘 For Further Details:  • Website: https://wardenprotocol.org  • Twitter: https://nitter.net/wardenprotocol  • Telegram: https://t.me/wardenprotocol  • Discord: https://discord.com/invite/wardenprotocol",04/28/2024 09:40 AM,False,233,34,65
187,Crypto Rover,"I don't think Crypto is anywhere near the top yet.  We haven't seen any big euphoria yet, to be honest.",04/28/2024 09:26 AM,False,542,52,144
188,Crypto Rover,"Whenever this #Ethereum bull flag breaks out,  $10k is next.",04/28/2024 08:48 AM,False,1075,205,334
189,Crypto Rover,"Once #Bitcoin hits $67,300 there will be over $2.15b worth of $BTC short liquidations!",04/28/2024 08:15 AM,False,736,107,154
190,Crypto Rover,The Hong Kong Spot #Bitcoin ETF is launching tomorrow!  Are you ready?,04/28/2024 07:47 AM,False,1784,248,319
191,Crypto Rover,This massive #Bitcoin falling wedge is about to have a HUGE breakout!  Are you prepared?,04/28/2024 07:06 AM,False,891,130,221
192,Crypto Rover,"#Bitcoin CME Gap: $64,741",04/28/2024 06:35 AM,False,559,110,163
193,Crypto Rover,This is the last #Bitcoin consolidation before we see the biggest breakout of all time!  Watch my pinned tweet to find out why!,04/28/2024 06:14 AM,False,686,69,163
194,Crypto Rover,THIS IS THE FINAL #BITCOIN CONSOLIDATION...  Watch NOW:👇 https://piped.video/1yRt92IFV9Y,04/28/2024 06:01 AM,False,330,40,120
195,Crypto Rover,"I think #Bitcoin is likely going to have one final correction down before the bull market is starting.  This is your last opportunity, don't fade it.",04/27/2024 07:58 PM,False,870,120,279
196,Crypto Rover,Should we be worried about this $XRP breakdown?,04/27/2024 07:20 PM,False,500,89,222
197,Crypto Rover,Most people are not prepared for what is next for #Bitcoin...,04/27/2024 06:40 PM,False,1179,129,213
198,Crypto Rover,#ETHEREUM IS PUMPING HARD!!!  THE ETF IS IMMINENT!,04/27/2024 06:11 PM,False,1483,242,241
199,Crypto Rover,Life changing alt season is coming.   Have you prepared your bags?,04/27/2024 06:02 PM,False,1278,198,564
200,Crypto Rover,"#Bitcoin is so boring, but soon it will take out all the liquidity.  Don't get trapped.",04/27/2024 05:22 PM,False,853,121,223
201,Crypto Rover,"In the last 3 days we have seen more than $421,800,000 net outflow on the spot #Bitcoin ETF",04/27/2024 04:47 PM,False,470,40,103
202,Crypto Rover,#Bitcoin is still consolidating in this Falling Wedge!  The breakout is happening any moment now.  Are you prepared?,04/27/2024 04:09 PM,False,824,126,212
203,Crypto Rover,#Bitcoin is already in a bull market against the $JPY.,04/27/2024 03:35 PM,False,622,75,146
204,Crypto Rover,Majority of the money in this bull market will be made with:  • Trading • AI coins • Memecoins • Ordinals  So that's where I will be focussing on.  Follow me for this.,04/27/2024 02:59 PM,False,418,44,195
205,Crypto Rover,"#Bitcoin will go to $100,000.  It's not a matter of 'if', but a matter of 'when'.",04/27/2024 02:31 PM,False,671,75,180
206,Crypto Rover,"Thanks for reading.  If you enjoyed the 🧵  Give me a follow, and retweet for more threads!",04/27/2024 02:04 PM,False,96,15,10
207,Crypto Rover,"With a current market cap of only $9 million, I see this as an undervalued gem you can't miss out on!",04/27/2024 02:04 PM,False,106,21,28
208,Crypto Rover,The $OBOT platform has also already won several awards from companies such as Microsoft & Google.,04/27/2024 02:04 PM,False,61,7,3
209,Crypto Rover,"Now you know why it's a good product, let's talk about the potential.  Because it's HUGE!  The biggest competitor which has a worse product is $VET. Which is more than 226x larger atm.",04/27/2024 02:04 PM,False,57,6,1
210,Crypto Rover,"In short, @OBORTECHhub delivers a decentralized and secure platform that significantly enhances efficiency across supply chain operations, potentially saving billions of dollars.",04/27/2024 02:04 PM,False,65,6,2
211,Crypto Rover,"What exactly is $OBOT?  It's a project dedicated to enhancing both physical and digital infrastructure for an improved supply chain tracking system. Using blockchain technology in conjunction with (IoT), $OBOT has developed the Smart Hub, a sophisticated platform.",04/27/2024 02:04 PM,False,64,6,3
212,Crypto Rover,DePIN is one of the most bullish narratives for the 2024 #Altcoin season.  I found a project that utilizes DePIN in supply chains.  A thread about $OBOT 🧵,04/27/2024 02:04 PM,False,364,75,134
213,Crypto Rover,💥BREAKING: Franklin Templeton $ETH ETF has been added DTCC ETF list.,04/27/2024 01:45 PM,False,1167,151,160
214,Crypto Rover,"My targets for this bull market:  • $BTC: $200,000 • $ETH: $12,000 • $SOL: $1,000 • $TAO: $5,000 • $ARB: $20.00 • $RNDR: $50.00 • $KAS: $1.50 • $FTM: $5.00 • $SUI: $15.00 • $BEAM: $0.60 • $MYRO: $5.00 • $LAN: $5.00",04/27/2024 01:22 PM,False,1110,139,397
215,Crypto Rover,#Ethereum is creating a massive BULL FLAG!  Are you ready for the next breakout?,04/27/2024 12:44 PM,False,1214,218,316
216,Crypto Rover,I don't think Crypto is anywhere near the top yet.,04/27/2024 12:15 PM,False,570,49,230
217,Crypto Rover,X just paid me!  What #Altcoin should I buy with this money?,04/27/2024 11:37 AM,False,718,140,577
218,Crypto Rover,The spot #Bitcoin ETF flows are slowing down.  Should we worry?,04/27/2024 11:14 AM,False,469,72,248
219,DirtyStreetCats,"• ⁠0% TAX💰 • ⁠OWNERSHIP RENOUNCED👑 • ⁠203 SOL LP BURNED🔥 • ⁠CEX LISTING COMING SOON🏛️ • ⁠TOP KOLS JOINING SOON🌟  The year is 2140, the last Bitcoin has been mined, After the richest man in the world transferred the population to Mars, the Dirty Street Cats have taken over Earth and are fighting for control. The cats have settled in Paris, one of the remaining 7 major cities and have begun preparing for the final war.  📝CA: AuWLSEuDRJi6hVcXbeez9WVbpeRsiTvvbZG1svzeBaxf 🔗BUY LINK: https://jup.ag/swap/SOL-AuWLSEuDRJi6hVcXbeez9WVbpeRsiTvvbZG1svzeBaxf  🐤TWITTER: @dirtystreetcats  📨TELEGRAM: https://t.me/dirtystreetcats 🌐WEBSITE: https://dirtystreetcats.com🌐 📊COINMARKETCAP: https://coinmarketcap.com/currencies/dirty-street-cats📈 🦎COINGECKO: https://www.coingecko.com/en/coins/dirty-street-cats",04/27/2024 09:22 AM,True,95,25,29
220,Crypto Rover,"Yesterday, this man bought 0 #Bitcoin",04/27/2024 10:42 AM,False,1232,106,329
221,Crypto Rover,"There will be more than $2,120,000,000 worth of #Bitcoin Short liquidations once $BTC hits $67,500",04/27/2024 10:01 AM,False,970,129,164
222,Crypto Rover,"Claim a $200 #Bitcoin or #Ethereum Trade on Bybit!  How to claim: • Sign up a new account using the link below • Deposit $100 within 7 days • Open up your free trade  🔸 Link: https://bybit.com/en/airdrop-activity-new?campaign_id=7717&affiliate_id=16210  + You are also eligible for a $40,000 deposit bonus using this link.",04/27/2024 09:32 AM,False,155,28,128
223,Crypto Rover,"Whenever this #Bitcoin bull flag breaks out.  $BTC will fly to $100,000 instantly.",04/27/2024 08:58 AM,False,1262,260,277
224,Crypto Rover,The #Bitcoin Transaction Fee has dropped by more than 80% in the last 7 days...,04/27/2024 08:24 AM,False,712,88,153
225,Crypto Rover,#Bitcoin is creating a MASSIVE FALLING WEDGE! 🔥👇,04/27/2024 07:45 AM,False,1386,210,344
226,Crypto Rover,The most bullish #Altcoin narratives for the next bull run are:  - Memecoins - Ai,04/27/2024 07:16 AM,False,807,103,504
227,Crypto Rover,"They say money doesn't buy happiness,  but I'd rather eat on my Porsche's wing than on a dining table.",04/27/2024 06:48 AM,False,670,54,230
228,Crypto Rover,#Bitcoin is creating a new CME gap!  Should we be worried?,04/27/2024 06:15 AM,False,699,80,268
229,Crypto Rover,"You are not prepared for what is about to happen next.  #Bitcoin have been boring, but it won't be for long.  My next $1m trade is discussed here👇",04/27/2024 05:55 AM,False,288,36,163
230,Crypto Rover,"HUGE #BITCOIN DUMP FIRST, THEN MASSIVE PUMP!!  Watch ASAP:👇 https://piped.video/Pf55HKwJuu8",04/27/2024 05:30 AM,False,421,60,208
231,Crypto Rover,Closing April in the red would be the first red month for #Bitcoin in the last 8 months...,04/26/2024 07:58 PM,False,913,144,236
232,Crypto Rover,"Whenever this #Bitcoin bull flag breaks out, the real bull market will start.",04/26/2024 07:22 PM,False,1093,282,363
233,Crypto Rover,#Bitcoin has the same number of users that the internet had in 1997.  We are still so very early.,04/26/2024 06:44 PM,False,789,99,273
234,Crypto Rover,#Bitcoin will go the most exponential after the halving.,04/26/2024 06:08 PM,False,866,147,263
235,Crypto Rover,"I just paid $0.59 for a #Ethereum transaction...  Wow, is this even real?",04/26/2024 05:36 PM,False,427,43,130
236,Crypto Rover,This $ADA weekly retest is looking super BULLISH! 🚀,04/26/2024 04:57 PM,False,970,166,184
237,Crypto Rover,"In 30 days, the Spot #Ethereum ETF will launch.  Are your bags prepared?",04/26/2024 04:19 PM,False,585,83,127
238,Crypto Rover,The #Bitcoin Funding Rates are negative in a bull market!  I'm bullish! 🚀,04/26/2024 03:45 PM,False,880,154,240
239,Crypto Rover,Whenever this #Bitcoin consolidation ends.  $BTC will fly to $100k.,04/26/2024 03:07 PM,False,1324,212,235
240,Crypto Rover,"Whenever #Bitcoin hits $71,500 we will see more than $8b worth of $BTC short liquidations!",04/26/2024 02:35 PM,False,615,79,164
241,Crypto Rover,What #Altcoin should I buy?,04/26/2024 01:48 PM,False,458,55,473
242,Crypto Rover,Congrats to Ryan Garcia on his win! 🥊  I love sports and betting from time to time.  You could have bet on Ryan last day on @monkeyTiltplay   One of the best platforms if you want to trade through crypto 🚀  https://go.monkeytilt.com/Rover,04/26/2024 01:24 PM,False,177,38,60
243,Crypto Rover,#Bitcoin has been so boring lately...  Can we already breakout?,04/26/2024 01:20 PM,False,692,80,187
244,Crypto Rover,"World's largest custodian bank, BNY Mellon, are buying #Bitcoin ETFs.",04/26/2024 01:15 PM,False,639,94,99
245,Crypto Rover,"I got my eyes on this newly launched coin, $PEPECAT   It is creating a perfect bull flag pattern, is a high risk play but it could pay off.  It recently launched with some great price action.  #DYOR",04/26/2024 12:40 PM,False,712,381,267
246,Crypto Rover,My Top 5 DePIN Crypto Coins with 100-1000x POTENTIAL!!  Watch ASAP:👇 https://piped.video/molRqDj-7NU,04/26/2024 12:19 PM,False,309,57,147
247,Crypto Rover,"Everybody wants #Bitcoin when it's up, but nobody wants to buy when there's blood in the streets.",04/26/2024 12:07 PM,False,608,65,265
248,Crypto Rover,There are more than $10b in #Bitcoin short liquidations coming once $BTC hits $74k+,04/26/2024 11:33 AM,False,620,85,131
249,Crypto Rover,It's full moon.  Bullish for #Bitcoin,04/26/2024 10:54 AM,False,1849,378,284
250,Crypto Rover,"$ZIG, leading social investment platform with 500k+ users, democratizing #WEB3 investments 💼  Now, @zignaly has launched #ZIGChain, a groundbreaking layer 1 blockchain on Cosmos, with a $100M Ecosystem in collaboration with DWF Labs! Building a strong on-chain ecosystem. 🚀  Exciting times ahead! 💥",04/26/2024 10:49 AM,False,223,34,67
251,Crypto Rover,Should we be worried about this #Bitcoin breakdown?,04/26/2024 10:22 AM,False,598,71,213
252,Crypto Rover,"Claim a $200 #Bitcoin or #Ethereum Trade on Bybit!  How to claim: • Sign up a new account using the link below • Deposit $100 within 7 days • Open up your free trade  🔸 Link: https://bybit.com/en/airdrop-activity-new?campaign_id=7717&affiliate_id=16210  + You are also eligible for a $40,000 deposit bonus using this link.",04/26/2024 09:49 AM,False,171,35,79
253,Crypto Rover,Memecoins are up hard today.,04/26/2024 09:24 AM,False,529,69,255
254,Crypto Rover,"Whenever #Bitcoin breaks out of this consolidation phase, we will see the beginning of the next bull market! 🚀",04/26/2024 08:48 AM,False,802,111,142
255,Crypto Rover,I want to ape it all in 1 #Altcoin  What should I buy?,04/26/2024 08:11 AM,False,1177,138,1362
256,Crypto Rover,These are the most bullish #Altcoin season narratives:   • Ai • DePIN • BRC20 • Memecoins • Gaming,04/26/2024 07:34 AM,False,1331,271,1643
257,Crypto Rover,There are only 1.73m #Bitcoin left on all the Exchange balances.,04/26/2024 06:53 AM,False,691,90,180
258,Crypto Rover,"The real gains on #Altcoins are still yet to come.  Once the bull market really starts, Alts will take over.",04/26/2024 06:21 AM,False,1017,171,339
259,Crypto Rover,The majority of #Bitcoin liquidity is building above us.  Don't be fooled.  Bitcoin always follows the liquidity.,04/26/2024 06:01 AM,False,764,99,133
260,Crypto Rover,THERE IS A BIG #BITCOIN CRASH IMMINENT!!!  DON'T GET TRAPPED NOW...  ALL TARGETS DISCUSSED BELOW,04/26/2024 05:37 AM,False,281,34,128
261,Crypto Rover,THERE IS A BIG #BITCOIN CRASH IMMINENT...  Watch ASAP:👇 https://piped.video/-0mIzRoNSnE,04/26/2024 05:27 AM,False,317,46,165
262,Crypto Rover,The spot #Bitcoin ETF inflows slowed down extremely hard.  Should we be worried?,04/25/2024 07:58 PM,False,571,94,221
263,Crypto Rover,"The 2024 #Bitcoin halving just passed.  The coming weeks are most likely going to be boring.  But don't be fooled, the big bull market is about to start.",04/25/2024 07:15 PM,False,940,179,193
264,Crypto Rover,"6 days ago, we had the 4th #Bitcoin halving.  Remember: - 1st Halving: +8,000% - 2nd Halving: +3,000% - 3rd Halving: +800%  The 4th halving is here, and I think history will repeat.",04/25/2024 06:42 PM,False,701,89,334
265,Crypto Rover,It won't take long anymore before #Bitcoin breaks out of this massive bull flag! 🔥👇,04/25/2024 06:05 PM,False,844,131,172
266,Crypto Rover,"My bull market price targets:  $BTC: $220,000 $ETH: $12,000 $SOL: $1,200 $TAO: $8,000 $ARB: $20.00 $RNDR: $50.00 $KAS: $1.50 $FTM: $10.00 $SUI: $15.00 $BEAM: $1.00 $BRETT: $1.00  $MYRO: $10.00 $LAN: $10.00",04/25/2024 05:26 PM,False,1719,222,539
267,Crypto Rover,20% correction are healthy for #Bitcoin   I'm not bearish.,04/25/2024 04:50 PM,False,1295,174,325
268,Crypto Rover,"I hold more than $1,000,000 worth of memecoins in my #Altcoin portfolio.  But I am looking to expend my portfolio.  What should I buy?",04/25/2024 04:14 PM,False,519,58,517
269,Crypto Rover,"There is a huge giveaway ongoing where you can win more than $1,000 USDT on TGE day of #SpacePay   SpacePay is a terminal agnostic payment protocol that allows effortless crypto payments in retail stores.  Check the quote tweet to find out all the details! 👇",04/25/2024 03:54 PM,False,174,34,77
270,Crypto Rover,#Bitcoin Funding Rates are still extremely negative.  I'm bullish!,04/25/2024 03:37 PM,False,518,50,109
271,Crypto Rover,"Grayscale still has 289,212 #Bitcoin   And ever since the launch of the ETF they have dumped 305,000 $BTC.  We're almost there.",04/25/2024 03:09 PM,False,665,50,135
272,Crypto Rover,"Honestly, $YOURAI is so undervalued!  Team is putting in some incredible work",04/25/2024 02:48 PM,False,212,41,78
273,Crypto Rover,Last 7 days the average #Ethereum transaction fee was only $0.58.,04/25/2024 02:29 PM,False,347,44,68
274,Crypto Rover,"Last week, I purchased from the presale of the @elvishmagicpad project, which will be listed on Raydium today at 14:00 UTC 🔥  This is a team that has shown very successful performance on the BSC for two years and ranks highly by Certik. It has an experienced team behind it and will be supported by many top-tier staff. Many trends have been reserved and will start with the launch. Tier-1 CEX approval has been confirmed. I will make another quick purchase during the launch and add good entry points next to my presale wallet.  Telegram: https://t.me/ElvishMagic  Contract: 2eN9kz6fd7fVBFVP7rgE6QVWpYToXMaL468AMrhBoQMM  Chart: https://dexscreener.com/solana/2eN9kz6fd7fVBFVP7rgE6QVWpYToXMaL468AMrhBoQMM",04/25/2024 01:52 PM,False,195,37,77
275,Crypto Rover,I am not selling any #Bitcoin   It is still undervalued.,04/25/2024 01:48 PM,False,652,37,186
276,Crypto Rover,Up to $100k in $MUL is available to be AIRDROPPED to users who participate in some simple community tasks in their Galxe campaign:  https://app.galxe.com/quest/Multipool,04/25/2024 01:29 PM,False,204,39,76
277,Crypto Rover,Will this #Bitcoin dump ever end?,04/25/2024 01:09 PM,False,718,58,328
278,Crypto Rover,Full moon is here.  Will #Bitcoin History repeat?,04/25/2024 01:08 PM,False,1157,262,285
279,Crypto Rover,$BLAZE JUST LAUNCHED!  You can you can trade it on MEXC or GATEIO 🚀  I am super bullish on this one! Definitely something you can’t miss out on!,04/25/2024 12:59 PM,False,186,32,140
280,Crypto Rover,"I am investing everything in 1 memecoin.  Am I a genius, or stupid?",04/25/2024 12:33 PM,False,527,83,539
281,Crypto Rover,The majority of the liquidations in the market lie above us.  Don't be fooled.  #Bitcoin always follows the liquidity.,04/25/2024 11:53 AM,False,650,100,177
282,Crypto Rover,Whenever this #Bitcoin bull flag breaks out.  The exponential bull market will start.,04/25/2024 11:13 AM,False,1056,203,287
283,Crypto Rover,$BLUE is super undervalued on base chain.  Don’t fade it,04/25/2024 11:08 AM,False,261,63,87
284,Crypto Rover,A HUGE #BITCOIN CRASH IS IMMINENT...  WE ARE SO F*CKED...,04/25/2024 10:33 AM,False,1593,169,437
285,Crypto Rover,Most #Altcoins will 10x from here.  I'm loading.,04/25/2024 10:01 AM,False,1244,118,582
286,Crypto Rover,"Claim a $200 #Bitcoin or #Ethereum Trade on Bybit!  How to claim: • Sign up a new account using the link below • Deposit $100 within 7 days • Open up your free trade  🔸 Link: https://bybit.com/en/airdrop-activity-new?campaign_id=7717&affiliate_id=16210  + You are also eligible for a $40,000 deposit bonus using this link.",04/25/2024 09:32 AM,False,180,21,80
287,Crypto Rover,"I've set more than $1,000,000 worth of #Bitcoin buy orders at the orange box.  Am I smart or stupid?",04/25/2024 08:59 AM,False,553,106,253
288,Crypto Rover,CZ is expected to get 3 years in jail.,04/25/2024 08:24 AM,False,417,51,173
289,Crypto Rover,I'm opening a $1m long on #Bitcoin   Watch my pinned tweet to find out why.,04/25/2024 07:57 AM,False,982,55,175
290,Crypto Rover,#Bitcoin is still boring and consolidating in this range...,04/25/2024 07:27 AM,False,729,105,236
291,Crypto Rover,"I AM OPENING A $1,000,000 #BITCOIN TRADE!!  MY ENTIRE SETUP IS DISCUSSED HERE:👇",04/25/2024 06:44 AM,False,391,51,245
292,Crypto Rover,"I AM OPENING A $1,000,000 #BITCOIN TRADE!!!   Watch ASAP:👇 https://piped.video/o_WOpjwWfbE",04/25/2024 06:32 AM,False,570,129,877
293,Crypto Rover,This #Bitcoin dump will end soon. Don’t get fooled,04/25/2024 05:48 AM,False,1565,233,399
294,Crypto Rover,I want to go all in on memecoins with this portfolio.  What should I buy?,04/24/2024 07:58 PM,False,1032,196,1289
295,Crypto Rover,How could you be bearish on this #Bitcoin retest?,04/24/2024 07:20 PM,False,1054,237,316
296,Crypto Rover,"In 31 days, it is the Spot #Ethereum ETF final decision deadline.",04/24/2024 06:41 PM,False,543,75,137
297,Crypto Rover,"I hold more than $1,000,000 worth of memecoins in my #Altcoin portfolio.  But I am looking to expend my portfolio.  What should I buy?",04/24/2024 06:02 PM,False,792,76,850
298,Crypto Rover,"DePin + AI + VPN @Konnektvpn will do great this cycle with ONLY 140,000$ MC 🔥🔥  KPN/USDT On MEXC  Team fixed Certik audited  Send it 🚀",04/24/2024 05:36 PM,False,295,46,102
299,Crypto Rover,The #Bitcoin Halving happened.  What is next now is the bull market.  Are you prepared?,04/24/2024 05:25 PM,False,963,166,250
300,Crypto Rover,The #Bitcoin Ascending Triangle broke down.  Should we be worried?,04/24/2024 05:15 PM,False,2026,180,743
301,Crypto Rover,#Bitcoin Full moon pump IMMINENT! 🔥👇,04/24/2024 04:53 PM,False,1333,187,212
302,Crypto Rover,"If #Bitcoin hits $100,000 I will take a $BTC tattoo.",04/24/2024 04:22 PM,False,698,69,177
303,Crypto Rover,Soon this #Bitcoin dump we end and all shorts will be recked,04/24/2024 04:17 PM,False,1206,128,271
304,Crypto Rover,💥BREAKING: THE #BITCOIN AND ETH SPOT ETFs FOR HONG KONG WILL START TRADING ON APRIL 30.,04/24/2024 03:58 PM,False,1459,177,151
305,Crypto Rover,$FET is going to $20 this cycle.  Are your bags prepared?,04/24/2024 03:54 PM,False,806,87,154
306,Crypto Rover,WHO THE F IS DUMPING #BITCOIN??,04/24/2024 02:55 PM,False,3825,459,1248
307,Crypto Rover,"#Bitcoin is going to $100,000.  #Ethereum is going to $10,000  All your alts will pump 100x  And all you need to do is wait.",04/24/2024 02:45 PM,False,1995,265,511
308,Crypto Rover,#Bitcoin is so boring...,04/24/2024 02:11 PM,False,856,107,257
309,Crypto Rover,"The moment where #Bitcoin taps into this liquidity, is the moment where the next bull market starts...",04/24/2024 01:28 PM,False,530,69,140
310,Crypto Rover,$CHEX is exactly bouncing from my support box.  I've been having a look at @chexbaccatoken for a while and I've just loaded up on this support box.  Send it #CHEXBACCA higher🚀,04/24/2024 01:12 PM,False,299,54,176
311,Crypto Rover,"$FOMO which is a low cap gem sub $1m which is listed on Bitget, MEXC and Bitmart.   @fomobullclub just recently created a very good bottoming structure.   📊Chart: https://dexscreener.com/base/0x133968c3fa3288a7c802b2d061ba9bd5c1150bce  ✅CA: 0x9a86980d3625b4a6e69d8a4606d51cbc019e2002  💪CMC: https://coinmarketcap.com/currencies/fomo-bull-club/ #BASE #FOMO",04/24/2024 01:02 PM,False,267,32,70
312,Crypto Rover,#Bitcoin is creating a massive ASCENDING TRIANGLE!🔥👇,04/24/2024 12:52 PM,False,879,104,191
313,Crypto Rover,This is the worst time to quit #crypto...  The biggest gains are still yet to come.,04/24/2024 12:36 PM,False,798,133,245
314,Crypto Rover,Wow! All the unclaimed $WUF which is 17.5% is all going to get burned!🔥  Insane what they are doing🚀,04/24/2024 12:23 PM,False,307,70,68
315,Crypto Rover,$PFIRE is still in my accumulation zone 🔥  Send it higher 🚀,04/24/2024 12:14 PM,False,391,98,168
316,Crypto Rover,Memecoins are up the most out all the top 9 crypto sectors.,04/24/2024 11:54 AM,False,402,80,165
317,Crypto Rover,#Bitcoin always follows the liquidity.  A big PUMP is imminent...,04/24/2024 11:25 AM,False,1190,178,185
318,Crypto Rover,The most bullish #Altcoin narratives for the next bull run are:  - Memecoins - Ai  Don't fade them.,04/24/2024 10:47 AM,False,839,113,465
319,Crypto Rover,#BITCOIN HISTORICAL BUY SIGNAL FLASHING! 🔥👇,04/24/2024 10:13 AM,False,1400,260,255
320,Crypto Rover,"Claim a $200 #Bitcoin or #Ethereum Trade on Bybit!  How to claim: • Sign up a new account using the link below • Deposit $100 within 7 days • Open up your free trade  🔸 Link: https://bybit.com/en/airdrop-activity-new?campaign_id=7717&affiliate_id=16210  + You are also eligible for a $40,000 deposit bonus using this link.",04/24/2024 09:44 AM,False,169,42,92
321,Crypto Rover,"#Bitcoin Transaction fees are still higher than the peak in 2024, but already dropped 50% from its highs.",04/24/2024 09:17 AM,False,445,63,106
322,Crypto Rover,"All bears are wrong.  $100,000 is next.",04/24/2024 08:48 AM,False,844,91,291
323,TheS◎Lstice,It's 1 am and I can't sleep so I'm out here training to fight the bears  Every single one of you can catch these hands,04/24/2024 08:26 AM,True,782,158,169
324,Crypto Rover,"The #Bitcoin bull flag breakout target is $98,000 🚀",04/24/2024 08:17 AM,False,2088,427,343
325,Crypto Rover,"Once #Bitcoin hits $71,600 there will be more than $5.5 billion worth of $BTC Short liquidations!",04/24/2024 07:50 AM,False,692,98,154
326,Crypto Rover,"The booster NFTs mint is now live with 1,000 new NFTs and users getting 25%-75% of their fuel costs back in NAVI tokens through driving!",04/24/2024 07:34 AM,False,264,60,91
327,Crypto Rover,"Yesterday the Spot #Bitcoin ETF saw a positive inflow of $31,600,000 🚀",04/24/2024 07:21 AM,False,821,122,132
328,Crypto Rover,$WIF is about to flip $PEPE 😳,04/24/2024 06:47 AM,False,451,67,179
329,Crypto Rover,The next big #BITCOIN breakout is about to happen...,04/24/2024 06:21 AM,False,1287,277,398
330,Crypto Rover,There is a HUGE #BITCOIN HISTORICAL SIGNAL FLASHING!!  YOU MUST SEE THIS ASAP! 👇,04/24/2024 05:59 AM,False,315,51,179
331,Crypto Rover,HISTORICAL #BITCOIN SIGNAL JUST FLASHED!!!!  Watch ASAP:👇 https://piped.video/gO-489ZnZ3U,04/24/2024 05:49 AM,False,392,76,163
332,Crypto Rover,💥BREAKING: US seeks 36 months jail for Binance founder CZ,04/24/2024 05:44 AM,False,1129,167,327
333,Crypto Rover,"Tomorrow you wake up, and #Bitcoin is trading below $10,000  What would you do next?",04/23/2024 07:58 PM,False,708,95,620
334,Crypto Rover,Most people are not prepared for this scenario.  #Bitcoin,04/23/2024 07:19 PM,False,1399,175,549
335,Crypto Rover,Closing April as a red month for #Bitcoin would be healthy.   $BTC has seen 7 consecutive green months in a row.  A cool off is healthy.,04/23/2024 06:42 PM,False,801,142,124
336,Crypto Rover,"$DOGE, $SHIB & $FLOKI made people rich last in the cycle.  This cycle it will be $BRETT on @Base",04/23/2024 06:07 PM,False,944,139,299
337,Crypto Rover,"$TABOO IS BOUNCING HARD 🔥  It is already up over 40% since I last posted.  Taboo will also reveal on their live stream even more utility this coming week.  If you want to get your hands on it, go to @MEXC_Official or @gate_io where you can trade it 🔥",04/23/2024 05:59 PM,False,211,56,72
338,Crypto Rover,"Once this #Bitcoin Bull flag breaks out, we will go to $200k in one go.",04/23/2024 05:42 PM,False,1360,214,212
